user_id,business_id,date,review_id,stars,usefulvotes_review,user_name,categories,biz_name,latitude,longitude,business_avg,business_review_count,user_avg,user_review_count
4ozupHULqGyO42s3zNUzOQ,eIxSLxzIlfExI6vgAbn2JA,2010-09-21 00:00:00,LZ7npWn3m-qQNEOto5kHMw,5,8,Lindsey,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.25974025974,77
du6KeE54IFbPiXpU3LOd1g,eIxSLxzIlfExI6vgAbn2JA,2010-07-22 00:00:00,Tov0jrr0QOAvrroWmeRvXQ,5,13,Donald,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.88372093023,43
vU1bHO3IjqLnf3_9Igeluw,eIxSLxzIlfExI6vgAbn2JA,2012-10-16 00:00:00,F6c94ySE18DgvnBnrDPwwg,5,0,Rich,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.75,8
P2kVk4cIWyK4e4h14RhK-Q,eIxSLxzIlfExI6vgAbn2JA,2010-10-08 00:00:00,FXMDfQ-7JI2bjuICuDUIXA,5,21,Jim,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.94594594595,37
9F3ZmyGKIA6ALNWgEq3Log,eIxSLxzIlfExI6vgAbn2JA,2012-06-18 00:00:00,j06NEHQGX_ET94iUetYViQ,5,1,Gerson,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.16666666667,6
ikm0UCahtK34LbLCEw4YTw,eIxSLxzIlfExI6vgAbn2JA,2010-09-23 00:00:00,M_racMYOztHcf8vd_hJ07A,3,5,Rand,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.85,20
ZmIgP4U4Ht9CYmNX0_zP6w,eIxSLxzIlfExI6vgAbn2JA,2010-11-13 00:00:00,6Lwp1kgXlSqiL471rjoWbg,5,19,Lynn,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.2,15
IGkoathSlJmIOBDGo9vUZg,eIxSLxzIlfExI6vgAbn2JA,2012-03-31 00:00:00,vB0AaCBJZjRdXzUU5-gwVw,4,6,Matthew,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.66666666667,6
U14IHoSXcztl-4PjyY0pug,eIxSLxzIlfExI6vgAbn2JA,2011-01-05 00:00:00,ik51URoGDhDp5xRUg2k9PQ,5,1,Ed,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.42857142857,7
5oLJL8ImlYLkFm05J6oKqQ,eIxSLxzIlfExI6vgAbn2JA,2011-03-24 00:00:00,zUGXtTAeb_Y38q6DQtZ_Dw,5,5,Nesto,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,9
h9d3VW5RTJymoFoLnN60_w,eIxSLxzIlfExI6vgAbn2JA,2011-02-23 00:00:00,lObTPFrQpcGiNsm_GWM_mA,5,3,Yara,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.81818181818,11
AeucYo8J-rZjcq09Wuqsjw,eIxSLxzIlfExI6vgAbn2JA,2012-04-25 00:00:00,_VP1JE26eJsLyElJRI2gGA,4,2,Jessica,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,31
rO3WEI9L-_deUR9-JHuNQw,eIxSLxzIlfExI6vgAbn2JA,2012-01-13 00:00:00,pOrIp4ILY4Qcyc8Y3EGinw,3,0,Sarah,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.18181818182,11
3gIfcQq5KxAegwCPXc83cQ,eIxSLxzIlfExI6vgAbn2JA,2011-02-22 00:00:00,z5qL3B5drD9B2_XWC9PL5Q,4,3,Jennifer,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.61842105263,76
kffxYQVQsEpF1DVlQlcGCg,eIxSLxzIlfExI6vgAbn2JA,2012-09-27 00:00:00,iqB5Yk16dykmf08lPCOXMQ,5,14,mario,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.44444444444,9
uZbTb-u-GVjTa2gtQfry5g,eIxSLxzIlfExI6vgAbn2JA,2012-06-15 00:00:00,Q0RyBUdpcpYEVPZ4Vqicug,5,4,Karen,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.77777777778,36
rL3dPeKDTybG_ct9OCXGAA,eIxSLxzIlfExI6vgAbn2JA,2012-01-30 00:00:00,0EZW_TnTB4mRO6aMCQpRAg,4,3,Jamie,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,13
qa05pUVNapADHZXpHMPMeA,eIxSLxzIlfExI6vgAbn2JA,2011-04-02 00:00:00,rTG51e5Jj2TsPWZ7oFhzkA,4,2,Kevin,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,29
Sa64rQmghfE9i17_dRIDyw,eIxSLxzIlfExI6vgAbn2JA,2011-07-02 00:00:00,axFduxt-Y1HMXpARbgYYiQ,5,5,Roland,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.09090909091,11
LHQ2fuC2RDS-Md_dN2O1IQ,eIxSLxzIlfExI6vgAbn2JA,2010-11-24 00:00:00,0qCF2hKjVzwJNdWjcOJwkw,2,4,Imran,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.625,8
XMEBJp8mmpz3vsSkvg9T9Q,eIxSLxzIlfExI6vgAbn2JA,2010-02-28 00:00:00,Ihf1N36zhETGwaFasduSmw,4,5,Jake,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.33333333333,6
OMC3DRyGrDbq-oMtdRAH8Q,eIxSLxzIlfExI6vgAbn2JA,2011-05-12 00:00:00,Ha-Vq58gqUlITXPZlT45sQ,5,2,Jon,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.7,10
--65q1FpAL_UQtVZ2PTGew,eIxSLxzIlfExI6vgAbn2JA,2010-04-05 00:00:00,cr-8VthsH_j8yFTak1t7NQ,5,2,Nader,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.21875,32
34gJ_KlP3RM6jotNT6TcDQ,eIxSLxzIlfExI6vgAbn2JA,2012-10-07 00:00:00,EdNgnwQIixV7C-XZvPA1ow,4,4,Paul,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.25,20
IzMeF5f2043jgDjhzNeDbg,eIxSLxzIlfExI6vgAbn2JA,2010-08-07 00:00:00,QLYJOh7NdRE_lwdPNqMwFQ,4,2,Christy,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,13
3TGup17SCV6uHsifmTKirg,eIxSLxzIlfExI6vgAbn2JA,2011-09-07 00:00:00,WwdwLoT16QOQ3lex01vHdw,4,2,Joshua,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,24
9qCPmT6ovJjxL4tJB4ANCg,eIxSLxzIlfExI6vgAbn2JA,2010-04-10 00:00:00,b01QqdMpIIaeEnMs_g92pQ,5,3,Russell,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.91666666667,24
NvDR3SPVPXrDB_dbKuGoWA,eIxSLxzIlfExI6vgAbn2JA,2011-07-13 00:00:00,qUAKZgt-8Oa_C2FUslkqxw,2,3,Scott,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.0,12
-L0i4tIcOIbAq_gPvykkLA,eIxSLxzIlfExI6vgAbn2JA,2010-05-23 00:00:00,RRFZoB-MqSEHfihQZhxBew,5,2,Nicolette,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.15384615385,13
x0r-IamYgKMgF3v7tJ_PTg,eIxSLxzIlfExI6vgAbn2JA,2011-06-20 00:00:00,prEc37O-phv9xsbGL3HVzQ,2,2,Edie,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.36363636364,11
ixgYqRHucl21_3-qtPcVoA,eIxSLxzIlfExI6vgAbn2JA,2010-08-09 00:00:00,XXk-PWeviWrABdYVmpmGxg,5,1,WeWho,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.57142857143,7
iwZ_7QuZ1tzT6pIZmOlDQg,eIxSLxzIlfExI6vgAbn2JA,2012-03-16 00:00:00,czJpzENiE4bDsfe_OkBjPw,5,3,Larry,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,15
PnEAXZ7WyJMYBr9IIulh5Q,eIxSLxzIlfExI6vgAbn2JA,2012-06-25 00:00:00,aOOoWDNLEiJPkW1DcnCmtQ,5,1,Kristy,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.22222222222,9
5bs9-7Fwjuv4HiQNFVZTEw,eIxSLxzIlfExI6vgAbn2JA,2011-04-21 00:00:00,TeOHcNOhqCK31DXa5do3ew,2,1,Tyler,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.11111111111,9
F6QsMoJdvtohlbnST-fDyQ,eIxSLxzIlfExI6vgAbn2JA,2012-09-08 00:00:00,ePWer-5TQt0Row0H8bw0Iw,5,7,Teresa,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.14285714286,7
F9P--h4g6gA-C_nO7OPUnQ,eIxSLxzIlfExI6vgAbn2JA,2011-06-06 00:00:00,hyX57OeXHUDn_dUeX-opKw,5,3,Mandy,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.5,10
H0nYlvGjMA9szTaqIwTwpg,eIxSLxzIlfExI6vgAbn2JA,2010-09-26 00:00:00,P-zkLfvXPr-ID3-AA0xU1A,5,0,Philippos,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.07692307692,13
uEG5uD9wMJixGWxaq34IEw,eIxSLxzIlfExI6vgAbn2JA,2010-11-14 00:00:00,JTmH0fsQQeaEaJvlQ-unuw,4,1,Steven,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.30769230769,13
sHeD1MXfvJsLSOd9vwQyBQ,eIxSLxzIlfExI6vgAbn2JA,2012-05-06 00:00:00,7LZGTY2q4IuFttMJmZfE_A,4,3,Jaswant A.,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.57142857143,7
eAgcqq8MAe1ztS4gqDbpTA,eIxSLxzIlfExI6vgAbn2JA,2011-09-09 00:00:00,v5-gm7mWDwOVqQtMHYU9YA,2,2,Liz,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.11111111111,9
ofPkm7BTBJeaD0OkmZNdNQ,eIxSLxzIlfExI6vgAbn2JA,2010-05-08 00:00:00,kf0_Ow2O_YneeqvkeO3ijA,4,0,Tom,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.25,8
vn3lecMsL3kXVe-7hg3gLg,eIxSLxzIlfExI6vgAbn2JA,2011-01-08 00:00:00,UEjPFR1a0cOvXYgn_qkB_g,5,9,Jessica,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.28571428571,7
b927p9pWxM9EYoNr_6PxYQ,eIxSLxzIlfExI6vgAbn2JA,2010-05-17 00:00:00,AyXAQuZdTcmGuipVeKcung,5,2,Andrew,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.25,16
Pv7DGHzZ-uqIUdOsqPpsVg,eIxSLxzIlfExI6vgAbn2JA,2010-01-11 00:00:00,rsp19tEZR_B3kzxicsijkQ,4,5,Holly,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.11764705882,34
cprrdOVWlDZU9iMCTMtKbQ,eIxSLxzIlfExI6vgAbn2JA,2011-07-06 00:00:00,32rooBPdxAcgYAFM6NHEDg,3,3,Jason,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.66666666667,6
am9yAm4Ph7yk81sFkHlxig,eIxSLxzIlfExI6vgAbn2JA,2010-03-18 00:00:00,LahbR0DGm9WJ63jPtcIz4A,5,2,D'Lisa,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.70588235294,17
HZ3ItZ23xZHqjUjRIdPi7Q,eIxSLxzIlfExI6vgAbn2JA,2011-06-01 00:00:00,vcjMViKRdNKLLQ7j1gSqYA,3,10,patrick,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.5,20
zcSzK5KQmnsyg0umeezTYg,eIxSLxzIlfExI6vgAbn2JA,2012-08-11 00:00:00,5bRqWklDIktBDF22ZsduUg,4,2,Corinne,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.57142857143,7
c3yJNjz_K--z4CIpR7yhvQ,eIxSLxzIlfExI6vgAbn2JA,2011-04-18 00:00:00,UYxlpAv3d07TpoInl1nhQA,4,3,Logie,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,18
XeoAojoz5johV2MQ5ngNig,eIxSLxzIlfExI6vgAbn2JA,2010-05-24 00:00:00,lQYU7GBR5xkqPq7LKcJ6Dw,4,3,Jared,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.04761904762,21
I4GAIZhlwLkGXa9PdQ18rA,eIxSLxzIlfExI6vgAbn2JA,2010-10-29 00:00:00,v_SsJvH80bAkwBC4rZRwMg,4,1,Shannon,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.09090909091,11
GNCh2HzSVYsS12o76qtUiQ,eIxSLxzIlfExI6vgAbn2JA,2011-08-23 00:00:00,ZgkhvPRNXTZ2Mow4nvVltg,5,1,Daniel,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.875,8
KSTOdz0lSFCkqBSRNwjERA,eIxSLxzIlfExI6vgAbn2JA,2010-08-01 00:00:00,4JQJJjcZWT5tFHyISlrryg,4,2,Chheng,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.85,20
j_WJjiBbkiU5qlFDkU0SYg,eIxSLxzIlfExI6vgAbn2JA,2010-12-12 00:00:00,G1vYSTrR7gkvvEZFor0cLQ,4,4,Chris,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,6
TL9z1PDMhLuByf_x08VZ_w,eIxSLxzIlfExI6vgAbn2JA,2010-09-20 00:00:00,lh5Ptof0OSg0UPhJ0uzoug,4,1,Chip,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.27272727273,11
3dPeTVuQatCgQeyJgkwKdA,eIxSLxzIlfExI6vgAbn2JA,2010-06-07 00:00:00,CGt7By_Rv-F4ZhC7wBhkVA,4,2,Jeff,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.0,6
uLl--7BS9Cj6qOY2IqoyiA,eIxSLxzIlfExI6vgAbn2JA,2011-08-20 00:00:00,PHrFzRNzYhMgiyq0R7PxpA,5,1,Rickey Lynn,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.57142857143,7
VW4vV4MydSfabCPqhXISIg,eIxSLxzIlfExI6vgAbn2JA,2011-06-14 00:00:00,HeP77vzqdHXAdhXwxRv9qw,4,0,Tiffany,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.5,6
5B5fyTX11NXiaf9HGeLCXQ,eIxSLxzIlfExI6vgAbn2JA,2010-04-29 00:00:00,cPUe22z4bPZnEc38TQ0Qxg,5,3,Nicole,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,3.5,8
MJ2xFLYg_e9d62Wbxr50aQ,eIxSLxzIlfExI6vgAbn2JA,2012-02-27 00:00:00,7mhTsUvHH9O1QXL-N7vfaw,3,0,Derrick,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.18571428571,70,4.36363636364,11
rLtl8ZkDX5vH5nAx9C3q5Q,9ziO3NpoNTKHvIKCBFB_fQ,2012-01-29 00:00:00,uNzewpl1NSLmRcgwdxKt4w,4,3,Jason,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.70967741935,62
7cR92zkDv4W3kqzii6axvg,9ziO3NpoNTKHvIKCBFB_fQ,2010-05-29 00:00:00,F_E_CvKOeTT-IMQ2ccZIWQ,4,2,Vern,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.5652173913,23
gcyEUr4DXcbjnGRAWFtfAQ,9ziO3NpoNTKHvIKCBFB_fQ,2011-01-09 00:00:00,KELRB98g1SuzG095Ol-J-g,4,1,Brian,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.0,36
vhxFLqRok6r-D_aQz0s-JQ,9ziO3NpoNTKHvIKCBFB_fQ,2011-01-09 00:00:00,w2JPU-S9wkFY0XwvUptj3A,3,1,Melissa,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.625,64
0bNXP9quoJEgyVZu9ipGgQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-04-11 00:00:00,ahfU14W0Tolisi6pj3NHUQ,3,6,Aileen,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.24615384615,65
ca2Sa9Enqg2GlWFQ95p8bw,9ziO3NpoNTKHvIKCBFB_fQ,2010-05-01 00:00:00,kyb0nfAaYwZgngDGaAiPLg,2,5,Andrea,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.30769230769,13
Ps1Db9zOatoF_76FZNO5CQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-04-03 00:00:00,nEeIfCcAdFnOx-cbTan_gQ,3,4,Scott,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.72222222222,18
JgDkCER12uiv4lbpmkZ9VA,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-02 00:00:00,Yj9TOJezfM7VjvSF_fjUOQ,5,11,Fred,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.56164383562,73
s8fJCSltyub39Q1dqzjb6g,9ziO3NpoNTKHvIKCBFB_fQ,2009-12-23 00:00:00,zZy22sccki71427oAtzKhw,3,7,Ashley,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.8,10
JffajLV-Dnn-eGYgdXDxFg,9ziO3NpoNTKHvIKCBFB_fQ,2009-07-10 00:00:00,QK2Xsr6hKFhPrhEgqWCO7g,4,11,Amy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.24137931034,29
6kmu0mYbdpMIOZ6Y0eVsxg,9ziO3NpoNTKHvIKCBFB_fQ,2009-12-17 00:00:00,AwWkdNUmD1mFWDqpKTrVbw,3,8,Amy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.09090909091,44
lPaYMDmJbAnv_3pmZH_inw,9ziO3NpoNTKHvIKCBFB_fQ,2008-11-11 00:00:00,dg1FZHvk3BDftu2s-ew2aQ,3,5,Alexander,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.58461538462,65
7GC9fVWKa4a1ZmBGLH6Uww,9ziO3NpoNTKHvIKCBFB_fQ,2009-02-18 00:00:00,GjZ9znl2SaPF8mbxD1EgRQ,2,3,Lauren,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.075,40
fev0iI-XDrteD4SYRKjiUw,9ziO3NpoNTKHvIKCBFB_fQ,2009-09-22 00:00:00,gSSH6ibvqOBy-X9cprUbBA,5,1,Glenn,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.95348837209,43
UuwjD6MZf6Z6QlNphiXRjA,9ziO3NpoNTKHvIKCBFB_fQ,2010-10-12 00:00:00,9AO0GWRUf4ob9YtRamVrNg,4,2,Don,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.03448275862,29
-OMlS6yWkYjVldNhC31wYg,9ziO3NpoNTKHvIKCBFB_fQ,2010-11-19 00:00:00,vlHHys43-bKHwazVpDsVwQ,3,1,Jeremy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,4.17857142857,28
Kqvfep2mxS10S50FbVDi4Q,9ziO3NpoNTKHvIKCBFB_fQ,2012-05-27 00:00:00,9uR1r8eGJmgSNoO6ygRdzg,3,2,Patrick,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,84,3.85714285714,49
